Название_товара;Артикул;Цена;Ссылка;Описание;Размер;Цвет
ХАЛАТ ЖЕНСКИЙ;MK2153/02 (Марракеш);750;http://www.melado.ru/woman/05032014p1.htm;Состав: хлопок 100%;44,46,48,50,52,54;какао,сливовый
